"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
412,"NCT04429542","Study of Safety and Tolerability of BCA101 Alone and in Combination With Pembrolizumab in Patients With EGFR-driven Advanced Solid Tumors","Recruiting","No Results Available","TNBC - Triple-Negative Breast Cancer|Head and Neck Squamous Cell Carcinoma|Squamous Cell Carcinoma of Anal Canal|Uveal Melanoma|Glioblastoma|Colorectal Cancer|Chordoma|Squamous Cell Carcinoma of the Lung|KRAS G12D|KRAS G13D|EGFR Amplification|Epithelial Ovarian Cancer|Hepatocellular Carcinoma|Anaplastic Thyroid Cancer|Pancreas Cancer","Drug: BCA101|Drug: Pembrolizumab","June 12, 2020","Dana Farber/Partners Cancer Care Inc, Boston, Massachusetts, United States|Memorial Sloan Kettering, New York, New York, United States|Columbia University Herbert Irving Comprehensive Cancer Center, New York, New York, United States|MD Anderson Cancer Center, Houston, Texas, United States|Princess Margaret Cancer Centre, Toronto, Ontario, Canada","https://ClinicalTrials.gov/show/NCT04429542"
413,"NCT04244552","First-in-Human Dose Escalation Trial of ATRC-101 in Adults With Advanced Solid Malignancies","Recruiting","No Results Available","Breast Cancer|Colorectal Cancer|Ovarian Cancer|Non Small Cell Lung Cancer|Acral Lentiginous Melanoma","Biological: ATRC-101","January 28, 2020","Carolina BioOncology Institute, Huntersville, North Carolina, United States","https://ClinicalTrials.gov/show/NCT04244552"
414,"NCT04398446","Effect of Hemp-CBD on Patients With CIPN","Recruiting","No Results Available","Chemotherapy-induced Peripheral Neuropathy|Colorectal Cancer Stage II|Colorectal Cancer Stage III|Breast Cancer|Ovarian Cancer","Drug: Hemp-based CBD|Other: Placebo oral tablet","May 21, 2020","Lankenau Medical Center, Wynnewood, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT04398446"
415,"NCT04307355","Continuous Diffusion of Oxygen Treatment for Incision Wounds for Cancer Patients","Not yet recruiting","No Results Available","Surgical Wound|Breast Cancer|Mastectomy|Tissue Necrosis|Incision Wound","Device: Transcu O2®","March 13, 2020",,"https://ClinicalTrials.gov/show/NCT04307355"
416,"NCT04435964","Gender Difference in sidE eFfects of ImmuNotherapy: a Possible Clue to Optimize cancEr tReatment","Not yet recruiting","No Results Available","Melanoma|Lung Cancer|Head and Neck Cancer|Urogenital Neoplasms|Breast Cancer","Drug: Immunotherapy","June 17, 2020","Fondazione IRCCS Istituto Nazionale dei Tumori, Milano, Italy","https://ClinicalTrials.gov/show/NCT04435964"
417,"NCT04317690","Online Trial Examining Validity and Reliability of the Shared Decision Making Process Survey","Enrolling by invitation","No Results Available","High Cholesterol|High Blood Pressure|Colorectal Cancer|Breast Cancer|Prostate Cancer",,"March 23, 2020","Massachusetts General Hospital, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04317690"
418,"NCT04222413","Metarrestin (ML-246) in Subjects With Metastatic Solid Tumors","Not yet recruiting","No Results Available","Advanced Solid Tumors|Metastatic Pancreatic Cancer|Pediatric Solid Tumor|Advanced Breast Cancer|Malignant Peripheral Nerve Sheath Tumor","Drug: Metarrestin","January 10, 2020","National Institutes of Health Clinical Center, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT04222413"
419,"NCT04331535","The Genomic Medicine at VA Study","Recruiting","No Results Available","Coronary Artery Disease|Atrial Fibrillation|Type 2 Diabetes|Colorectal Cancer|Breast Cancer|Prostate Cancer","Diagnostic Test: Polygenic risk score (PRS)","April 2, 2020","VA Boston Healthcare System, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT04331535"
420,"NCT04326660","SCOPE-Chinese Women Study","Not yet recruiting","No Results Available","Cancer, Breast|Obesity, Abdominal","Other: SCOPE-Chinese Women","March 30, 2020","University of California, San Francisco, San Francisco, California, United States|Central South University, Yuelu, Changsha, Hunan, China","https://ClinicalTrials.gov/show/NCT04326660"
421,"NCT04278144","A First-in-human Study Using BDC-1001 in Advanced and HER2-Expressing Solid Tumors","Recruiting","No Results Available","Neoplasm, Metastatic|Neoplasm, Breast|Neoplasm, Gastric","Drug: BDC-1001|Drug: Pembrolizumab","February 20, 2020","Bolt Investigative Site, Grand Rapids, Michigan, United States|Bolt Investigative Site, Pittsburgh, Pennsylvania, United States|Bolt Investigative Site, Houston, Texas, United States|Bolt Investigative Site, San Antonio, Texas, United States","https://ClinicalTrials.gov/show/NCT04278144"
422,"NCT04348643","Safety and Efficacy of CEA-Targeted CAR-T Therapy for Relapsed/Refractory CEA+ Cancer","Recruiting","No Results Available","Solid Tumor|Lung Cancer|Colorectal Cancer|Liver Cancer|Pancreatic Cancer|Gastric Cancer|Breast Cancer","Biological: CEA CAR-T cells","April 16, 2020","Chongqing University Cancer Hospital, Chongqing, Chongqing, China","https://ClinicalTrials.gov/show/NCT04348643"
423,"NCT04352530","Culturally Appropriate Nutrition Communication for Mexican American Women","Active, not recruiting","No Results Available","Lifestyle Risk Reduction|Nutrition Poor|Chronic Disease|Obesity|Cancer, Breast","Other: Health Communication","April 20, 2020","University of California Merced SONA System (Online Platform), Merced, California, United States","https://ClinicalTrials.gov/show/NCT04352530"
424,"NCT04348916","Study of ONCR-177 Alone and in Combination With PD-1 Blockade in Adult Subjects With Advanced and/or Refractory Cutaneous, Subcutaneous or Metastatic Nodal Solid Tumors","Recruiting","No Results Available","Cancer|Melanoma|Solid Tumor|Squamous Cell Carcinoma of Head and Neck|Breast Cancer|Advanced Solid Tumor","Biological: ONCR-177|Biological: pembrolizumab","April 16, 2020","City of Hope, Duarte, California, United States|Sarah Cannon Research Institute at HealthONE, Denver, Colorado, United States|Moffitt Cancer Center, Tampa, Florida, United States|Emory University, Atlanta, Georgia, United States|Roswell Park Cancer Institute, Buffalo, New York, United States|Sarah Cannon Research Institute - Tennessee Oncology, Nashville, Tennessee, United States","https://ClinicalTrials.gov/show/NCT04348916"
425,"NCT04354246","COM902 (A TIGIT Inhibitor) in Subjects With Advanced Malignancies","Recruiting","No Results Available","Advanced Cancer|Ovarian Cancer|Lung Cancer|Colon Cancer|Plasma Cell Neoplasm|Breast Cancer","Drug: COM902","April 21, 2020","START Midwest., Grand Rapids, Michigan, United States|The START Center for Cancer Care., San Antonio, Texas, United States","https://ClinicalTrials.gov/show/NCT04354246"
426,"NCT04351139","Impact of the COVID-19 Pandemic in Gynecological Oncology","Recruiting","No Results Available","Gynecologic Cancer|Breast Neoplasm Female|Uterine Neoplasms|Ovarian Neoplasms|Uterine Cervical Neoplasms|Vulvar Neoplasms|Vaginal Neoplasms","Other: modification of the planned therapeutic management","April 17, 2020","Service de Gynécologie, HFME, Hospices Civils de Lyon, Bron, France|Service de Gynécologie, Croix-Rousse, Hospices Civils de Lyon, Lyon, France|Service Gynécologie, CHLS, Hospices Civils de Lyon, Pierre-Bénite, France","https://ClinicalTrials.gov/show/NCT04351139"
427,"NCT04285996","IMaging Pilot Study of the αvβ6 Integrin Radiotracer [18F]-A20FMDV2 in PAtients With Solid Cancer Types","Active, not recruiting","No Results Available","Cancer","Procedure: PET Scan","February 26, 2020","Barts Health NHS Trust, London, United Kingdom","https://ClinicalTrials.gov/show/NCT04285996"
428,"NCT04402606","Study on Skin Toxicities Induced by Cancer Treatments","Not yet recruiting","No Results Available","Solid Tumor, Adult|Breast Cancer|Lung Cancer|Digestive System Cancer|Ear Cancer|Nose Cancer|Throat Cancer","Other: Evaluation on skin toxicities","May 27, 2020","Institut Curie, Paris, France","https://ClinicalTrials.gov/show/NCT04402606"
429,"NCT04273061","Investigating the Effects of Atezolizumab in People Whose Tumour DNA or RNA Indicates Possible Sensitivity","Recruiting","No Results Available","Breast Cancer|Lung Cancer|Gastrointestinal Cancer|Genitourinary Cancer|Gynecologic Cancer|Sarcoma|Unknown Primary Tumors|Head and Neck Cancer|Skin Cancer","Drug: Atezolizumab","February 17, 2020","BC Cancer, Vancouver, British Columbia, Canada","https://ClinicalTrials.gov/show/NCT04273061"
430,"NCT04237090","Feasibility of a Clinical Trial Comparing the Use of Cetirizine to Replace Diphenhydramine in the Prevention of Reactions Related to Paclitaxel","Recruiting","No Results Available","Breast Cancer|Lung Cancer|Ovarian Cancer|Oesophageal Cancer|Head Cancer Neck|Cervical Cancer|Endometrial Cancer","Drug: Diphenhydramine|Drug: Cetirizine|Drug: Lactose pill|Drug: Sodium chloride 0.9%","January 22, 2020","CIUSSS de l'Est-de-l'île-de-Montréal, Montréal, Quebec, Canada","https://ClinicalTrials.gov/show/NCT04237090"
431,"NCT04440943","A Study of the PD-L1xCD27 Bispecific Antibody CDX-527 in Patients With Advanced Malignancies","Not yet recruiting","No Results Available","Non-small Cell Lung Cancer|Breast Cancer|Gastric Cancer|Renal Cell Carcinoma|Ovarian Cancer|Primary Peritoneal Carcinoma|Fallopian Tube Cancer|Cholangiocarcinoma|Bladder Urothelial Carcinoma|MSI-H Colorectal Cancer|Esophageal Cancer|Hepatic Cancer|Head and Neck Cancer|Other Solid Tumors","Drug: CDX-527","June 22, 2020",,"https://ClinicalTrials.gov/show/NCT04440943"
432,"NCT04334239","Effectiveness of Care in Certified Cancer Centres in Germany","Enrolling by invitation","No Results Available","Colorectal Cancer|Breast Cancer|Ovarian Cancer|Cervix Cancer|Endometrial Cancer|Bronchial Cancer|Prostate Cancer|Head and Neck Tumor|CNS Tumor|Pancreatic Cancer","Other: Oncological certification","April 6, 2020","Technische Universität Dresden, Dresden, Sachsen, Germany","https://ClinicalTrials.gov/show/NCT04334239"
433,"NCT04389632","A Study of SGN-B6A in Advanced Solid Tumors","Recruiting","No Results Available","Non-small Cell Lung Cancer|Head and Neck Squamous Cell Cancer|Breast Cancer|Esophageal Cancer|Ovarian Cancer|Cutaneous Squamous Cell Cancer|Exocrine Pancreatic Adenocarcinoma|Bladder Cancer|Cervical Cancer|Gastric Cancer","Drug: SGN-B6A","May 15, 2020","Case Western Reserve University / University Hospitals Cleveland Medical Center, Cleveland, Ohio, United States|South Texas Accelerated Research Therapeutics, San Antonio, Texas, United States","https://ClinicalTrials.gov/show/NCT04389632"
434,"NCT04235556","Integrated Care Pathway in Oncology (PASSION)","Recruiting","No Results Available","Colon Cancer|Gastric Cancer|Pancreatic Cancer|Thoracic Neoplasms|Breast Cancer|Ovarian Cancer|Bladder Cancer|Prostate Cancer","Behavioral: Care pathway unit","January 22, 2020","AP-HP Hôpital européen Georges-Pompidou, Paris, France","https://ClinicalTrials.gov/show/NCT04235556"
435,"NCT04430842","Dose Escalation Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of QBS10072S","Not yet recruiting","No Results Available","Astrocytoma|Brain Cancer|Brain Metastases|Bladder Cancer|Breast Cancer|Cervical Cancer|Cholangiocarcinoma|Colorectal Cancer|Esophagus Cancer|Gastric Cancer|Head and Neck Cancer|Kidney Cancer|Liver Cancer|Lung Cancer|Melanoma|Ovarian Cancer|Pancreatic Cancer|Pleural Mesothelioma|Prostate Cancer|Sarcoma|Tongue Cancer|Thymic Carcinoma|Urinary Tract Cancer","Drug: QBS10072S","June 12, 2020","St George Private Hospital, Kogarah, New South Wales, Australia|Sydney Southwest Private Hospital, Liverpool, New South Wales, Australia","https://ClinicalTrials.gov/show/NCT04430842"
436,"NCT04354064","Circulating Tumor DNA (ctDNA) for Early Treatment Response Assessment of Solid Tumors","Recruiting","No Results Available","Healthy Volunteer|Prostate Cancer|Head and Neck Cancer|Esophageal Cancer|Genitourinary Cancer|Sarcoma|Breast Cancer|Colon Cancer|Gastrointestinal Cancer|Solid Tumor Cancer|Lung Cancer|Skin Cancer|Melanoma",,"April 21, 2020","Washington University School of Medicine, Saint Louis, Missouri, United States","https://ClinicalTrials.gov/show/NCT04354064"
437,"NCT04267575","Canady Helios Cold Plasma Scalpel Treatment at the Surgical Margin and Macroscopic Tumor Sites","Recruiting","No Results Available","Recurrent Malignant Solid Neoplasm|Stage IV Breast Cancer|Stage IV Prostate Cancer|Stage IV Pancreatic Cancer|Stage IV Non-small Cell Lung Cancer|Stage IV Ovarian Cancer|Stage IV Fallopian Tube Cancer|Stage IV Colon Cancer|Stage IV Colorectal Cancer|Stage IV Liver Cancer|Stage IV Renal Cell Cancer|Stage IV Rectal Cancer|Stage IV Lung Cancer|Stage IV Small Intestinal Cancer|Stage IV Gastric Cancer|Stage IV Bladder Cancer","Device: Canady Helios Cold Plasma Scalpel","February 13, 2020","Canady Surgical Group PC, Washington, District of Columbia, United States","https://ClinicalTrials.gov/show/NCT04267575"
438,"NCT04436120","Treatment Resistance Following Anti-cancer Therapies","Recruiting","No Results Available","Disease Progression","Procedure: De novo tumor tissue biopsy|Procedure: Research blood draws","June 17, 2020","Southern Cancer Center, P.C., Daphne, Alabama, United States|Southern Cancer Center, PC, Mobile, Alabama, United States|Southern Cancer Center, PC, Mobile, Alabama, United States|Alaska Urological Institute dba Alaska Clinical Research Center, Anchorage, Alaska, United States|Arizona Oncology Associates, PC-HOPE, Tucson, Arizona, United States|Arizona Oncology Associates, PC - HOPE, Tucson, Arizona, United States|PMK Medical Group Inc., dba Ventura County Hematology Oncology Specialists, Camarillo, California, United States|The Oncology Institute of Hope Innovation, Glendale, California, United States|The Oncology Institute of Hope Innovation, Long Beach, California, United States|UCI Medical Center-Chao Family Comprehensive Cancer Center, Orange, California, United States|PMK Medical Group Inc., dba Ventura County Hematology Oncology Specialists, Oxnard, California, United States|The Oncology Institute of Hope Innovation, Santa Ana, California, United States|Sansum Clinic, Santa Barbara, California, United States|PMK Medical Group Inc., dba Ventura County Hematology Oncology Specialists, Ventura, California, United States|The Oncology Institute of Hope and Innovation, Whittier, California, United States|ICRI-Administrative and Supplies Only, Whittier, California, United States|Rocky Mountain Cancer Centers, Aurora, Colorado, United States|Rocky Mountain Cancer Centers, Boulder, Colorado, United States|Rocky Mountain Cancer Centers, Colorado Springs, Colorado, United States|Rocky Mountain Cancer Centers, Denver, Colorado, United States|Rocky Mountain Cancer Centers, Denver, Colorado, United States|Rocky Mountain Cancer Centers, Englewood, Colorado, United States|Rocky Mountain Cancer Centers, Lakewood, Colorado, United States|Rocky Mountain Cancer Centers, Littleton, Colorado, United States|Rocky Mountain Cancer Centers, Lone Tree, Colorado, United States|Rocky Mountain Cancer Centers, Longmont, Colorado, United States|Rocky Mountain Cancer Centers, Parker, Colorado, United States|Rocky Mountain Cancer Centers, Pueblo, Colorado, United States|Rocky Mountain Cancer Centers, Thornton, Colorado, United States|Woodlands Medical Specialists, Pensacola, Florida, United States|Oncology Hematology West, P.C. dba Nebraska Cancer Specialists, Omaha, Nebraska, United States|Oncology Hematology West, PC dba Nebraska Cancer Specialists, Omaha, Nebraska, United States|Oncology Hematology West, P.C. dba Nebraska Cancer Specialists, Papillion, Nebraska, United States|Charleston Oncology, P.A., Charleston, South Carolina, United States|Seattle Cancer Care Alliance, Seattle, Washington, United States|University of Washington Medical Center, Seattle, Washington, United States|Instituto Medico Especializado Alexander Fleming, Caba, Buenos Aires, Argentina|Clínica Viedma S.A., Viedma, RIO Negro, Argentina|Instituto de Oncologia de Rosario, Rosario, Santa FE, Argentina|Sanatorio de la Mujer, Rosario, Santa FÉ, Argentina|Centro para la Atencion Integral del Paciente Oncologico (CAIPO), San Migeuel De Tucuman, Tucuman, Argentina|Centro Medico San Roque SRL, San Miguel de Tucuman, Tucuman, Argentina|Hospital Britanico de Buenos Aires, Caba, Argentina|Centro de Educacion Medica e Investigaciones Clinicas""Norberto Quirno"" CEMIC, Ciudad Autónoma de Bs As, Argentina|Universitaetsklinikum Krems, Krems, Austria|Imelda Ziekenhuis, Bonheiden, Belgium|Grand Hôpital de Charleroi - Site Notre Dame, Charleroi, Belgium|AZ Maria Middelares, Gent, Belgium|UZ Gent, Gent, Belgium|Hôpital de Jolimont, Haine-Saint-Paul, Belgium|Jessa Ziekenhuis, Hasselt, Belgium|CHU UCL Namur/Site Sainte Elisabeth, Namur, Belgium|Clinique Saint-Pierre Ottignies, Ottignies, Belgium|GZA Ziekenhuizen campus Sint-Augustinus, Wilrijk, Belgium|Centre Jean Perrin, Clermont Ferrand, France|Hôpitaux Civils de Colmar, Centre Hospitalier Louis Pasteur, Colmar, France|Centre Hospitalier Intercommunal de Créteil, Créteil, France|CHU Henri Mondor, Créteil, France|Centre Georges- François Leclerc, Dijon, France|Clinique de la Sauvegarde, Lyon Cedex 09, France|Polyclinique de Gentilly, Nancy, France|Hôpital La Croix du Sud, Quint Fonsegrives, France|Institut Jean Godinot, Reims Cedex, France|Centre Hospitalier Privé Saint-Grégoire, Saint Grégoire, France|Hopital Bégin, Saint-Mande, France|Urologische Praxis am Wasserturm, Wuerselen, Germany|Complejo Hospitalario Universitario de Santiago, Santiago de Compostela, A Coruna, Spain|Hospital Clínic de Barcelona, Barcelona, Spain|Hospital San Pedro de Alcántara, Cáceres, Spain|Hospital Regional Universitario de Málaga, Málaga, Spain|Royal Cornwall Hospital, Cornwall, United Kingdom|Musgrove Park Hospital, Taunton, United Kingdom","https://ClinicalTrials.gov/show/NCT04436120"
