"Rank","NCT Number","Title","Status","Study Results","Conditions","Interventions","First Posted","Locations","URL"
961,"NCT04348305","Hydrocortisone for COVID-19 and Severe Hypoxia","Active, not recruiting","No Results Available","Covid-19|Hypoxia","Drug: Hydrocortisone|Drug: Sodium Chloride 9mg/mL","April 16, 2020","Aarhus University Hospital - Dept of Intensive care, Aarhus, Denmark|Rigshospitalet, Copenhagen, Denmark|Dept of Infectious diseases, Rigshospitalet, Copenhagen, Denmark|Herlev Hospital - Dept. of Intensive Care, Herlev, Denmark|North Zealand Hospital, Hillerød, Denmark|Hvidovre Hospital - Dept of Infectious diseases, Hvidovre, Denmark|Hvidovre Hospital - Dept of Intensive Care, Hvidovre, Denmark|Hvidovre Hospital - Dept of Pulmonary Medicine, Hvidovre, Denmark|Kolding Hospital, Kolding, Denmark|Køge Hospital, Køge, Denmark|Dept of Intensive Care, Odense University Hospital, Odense, Denmark|Roskilde Hospital, Roskilde, Denmark|Slagelse Hospital, Slagelse, Denmark|Viborg Hospital, Viborg, Denmark","https://ClinicalTrials.gov/show/NCT04348305"
962,"NCT04402866","TD-0903 for ALI Associated With COVID-19","Recruiting","No Results Available","Acute Lung Injury (ALI) Associated With COVID-19|Lung Inflammation Associated With COVID-19","Drug: TD-0903|Drug: Placebo","May 27, 2020","Theravance Biopharma Investigational Site, Manchester, United Kingdom","https://ClinicalTrials.gov/show/NCT04402866"
963,"NCT04412668","Study to Evaluate the Safety and Efficacy of ATYR1923 In Patients With Severe Pneumonia Related to COVID-19","Recruiting","No Results Available","SARS-CoV-2 (COVID-19) Severe Pneumonia","Drug: ATYR1923 1 mg/kg|Drug: ATYR1923 3 mg/kg|Drug: Placebo","June 2, 2020","University of Alabama at Birmingham, Birmingham, Alabama, United States|aTyr Investigative Site, Washington, District of Columbia, United States|University of Iowa, Iowa City, Iowa, United States|aTyr Investigative Site, Vineland, New Jersey, United States|Inova Fairfax Medical Campus, Falls Church, Virginia, United States","https://ClinicalTrials.gov/show/NCT04412668"
964,"NCT04422678","The Safety & Efficacy of Imatinib for the Treatment of SARS-COV-2 Induced Pneumonia","Not yet recruiting","No Results Available","COVID-19","Drug: Imatinib Mesylate|Drug: Standard of Care","June 9, 2020",,"https://ClinicalTrials.gov/show/NCT04422678"
965,"NCT04368351","Bacteriotherapy in the Treatment of COVID-19","Active, not recruiting","No Results Available","COVID|Pneumonia|Diarrhea","Dietary Supplement: SivoMixx (200 billion)|Drug: Azithromycin|Drug: hydroxychloroquine","April 29, 2020","Department of Public Heath and Infectious Diseases. University of Rome ""Sapienza"" (Italy), Rome, Italy","https://ClinicalTrials.gov/show/NCT04368351"
966,"NCT04344288","Corticosteroids During Covid-19 Viral Pneumonia Related to SARS-Cov-2 Infection","Recruiting","No Results Available","Viral Pneumonia Human Coronavirus|COVID-19","Drug: Prednisone|Other: Control group","April 14, 2020","Hôpital Pneumologique et Cardiovasculaire Louis Pradel, Bron, France|Groupement Hospitalier Nord, Lyon, France|Groupement Hospitalier Nord, Lyon, France|Hôpital Edouard Herriot, Lyon, France|Hôpital St Joseph Saint Luc, Lyon, France|Hôpital St Joseph, Marseille, France|Centre hospitalier Lyon Sud, Pierre-Bénite, France|Centre hospitalier Lyon Sud, Pierre-Bénite, France|CHU St Etienne, Saint-Étienne, France|Clinique Charcot, Sainte-Foy-lès-Lyon, France|CHG Vienne, Vienne, France|Médipôle, Villeurbanne, France|Clinique des Portes du Sud, Vénissieux, France|CH Annecy-Genevois, Épagny, France","https://ClinicalTrials.gov/show/NCT04344288"
967,"NCT04444531","Clinical Improvement and COVID-19 Pneumonia","Completed","No Results Available","COVID-19 Pneumonia",,"June 23, 2020","Policlinic Ibiza Hospital, Ibiza, Spain","https://ClinicalTrials.gov/show/NCT04444531"
968,"NCT04334005","Vitamin D on Prevention and Treatment of COVID-19","Not yet recruiting","No Results Available","Patients Infected With COVID-19","Dietary Supplement: Vitamin D","April 3, 2020","Universidad de Granada, Granada, Andalucia, Spain|Medicine Faculty, Granada, Spain","https://ClinicalTrials.gov/show/NCT04334005"
969,"NCT04371510","Blood Biomarkers as Predictors of COVID-19 Disease Progression in Recently Infected Chronic Haemodialysis Patients","Recruiting","No Results Available","COVID-19 by SARS-CoV-2 Infection","Other: blood sample","May 1, 2020","CHU de nice, Nice, Alpes-Maritimes, France","https://ClinicalTrials.gov/show/NCT04371510"
970,"NCT04350099","Emotional Burden of Healthcare Professionals and Covid Infection 19","Not yet recruiting","No Results Available","Emotionnal Distress; COVID-19","Other: quetionnary","April 16, 2020","CH Esquirol, Limoges, France|CHU de Limoges, Limoges, France","https://ClinicalTrials.gov/show/NCT04350099"
971,"NCT04420988","Investigational COVID-19 Convalescent Plasma Infusion for Severely or Life-threateningly Ill COVID-19 Patients","Available","No Results Available","COVID-19|SARS-CoV 2|SARS-CoV Infection","Biological: COVID-19 Convalescent Plasma","June 9, 2020","Rutgers New Jersey Medical School, Newark, New Jersey, United States|University Hospital, Newark, New Jersey, United States","https://ClinicalTrials.gov/show/NCT04420988"
972,"NCT04349241","Efficacy and Safety of Favipiravir in Management of COVID-19","Completed","No Results Available","Coronavirus Disease (COVID-19)","Drug: favipiravir|Drug: Standard of care therapy","April 16, 2020","Faculty of Medicine Ain Shams University Research Institute- Clinical Research Center, Cairo, Non-US, Egypt","https://ClinicalTrials.gov/show/NCT04349241"
973,"NCT04397523","Efficacy and Safety of COVID-19 Convalescent Plasma","Recruiting","No Results Available","Convalescent Plasma|COVID-19|SARS-CoV 2","Biological: anti-SARS-CoV-2 convalescent plasma","May 21, 2020","Institute for Transfusion Medicine of RNM, Skopje, North Macedonia","https://ClinicalTrials.gov/show/NCT04397523"
974,"NCT04427878","Is Adipose Tissue a Reservoir for SARS-Cov2 Spread in Covid-19 Patients?","Not yet recruiting","No Results Available","Covid-19 Patients","Procedure: biopsies of subcutaneous adipose tissue","June 11, 2020","CHU de Nice, Nice, France","https://ClinicalTrials.gov/show/NCT04427878"
975,"NCT04405726","Prognostic Factors of COVID19","Recruiting","No Results Available","SARS-CoV-2",,"May 28, 2020","Service de Virologie - Hôpital Civil, Strasbourg, France","https://ClinicalTrials.gov/show/NCT04405726"
976,"NCT04303299","Various Combination of Protease Inhibitors, Oseltamivir, Favipiravir, and Hydroxychloroquine for Treatment of COVID-19 : A Randomized Control Trial","Not yet recruiting","No Results Available","SARS-COV-2 Infections|COVID-19","Drug: Oral","March 11, 2020","Assistant Professor Subsai Kongsaengdao, Bangkok, Thailand","https://ClinicalTrials.gov/show/NCT04303299"
977,"NCT04393805","Heparins for Thromboprophylaxis in COVID-19 Patients: HETHICO Study in Veneto","Not yet recruiting","No Results Available","COVID-19|Hypercoagulability","Drug: Low Molecular Weight Heparin","May 19, 2020",,"https://ClinicalTrials.gov/show/NCT04393805"
978,"NCT04423003","Endoscopic Interventions in Patients With COVID-19","Completed","No Results Available","Change; Endoscopy, COVID-19","Procedure: Endoscopic intervention","June 9, 2020","University Hospital of Tuebingen, Tuebingen, Germany","https://ClinicalTrials.gov/show/NCT04423003"
979,"NCT04432272","ANTIBODY-LEVEL BASED ANALYSIS OF COVID CONVALESCENT SERUM (ABACCuS)","Not yet recruiting","No Results Available","COVID-19|Severe Acute Respiratory Syndrome (SARS)|Coronavirus Infections","Biological: COVID-19 convalescent plasma","June 16, 2020","William Beaumont Hospital, Royal Oak, Michigan, United States","https://ClinicalTrials.gov/show/NCT04432272"
980,"NCT04352842","Echocardiographic Manifestation in Patient With COVID-19 （EARLY-MYO COVID-19）","Completed","No Results Available","Covid19|Echocardiography","Other: Echocardiography","April 20, 2020","Ren Ji Hospital Affliated to School of Medicine, Shanghai Jiao Tong University, Shanghai, Shanghai, China","https://ClinicalTrials.gov/show/NCT04352842"
981,"NCT04408248","AKI Biomarkers in Coronavirus(COVID)-19","Not yet recruiting","No Results Available","COVID|Acute Respiratory Failure|Acute Kidney Injury",,"May 29, 2020",,"https://ClinicalTrials.gov/show/NCT04408248"
982,"NCT04405271","TAF/FTC for Pre-exposure Prophylaxis of COVID-19 in Healthcare Workers (CoviPrep Study)","Not yet recruiting","No Results Available","Healthcare Workers|COVID-19|SARS-CoV 2","Drug: Emtricitabine/Tenofovir Alafenamide 200 MG-25 MG Oral Tablet|Drug: Placebo","May 28, 2020","Sociedad Argentina de Infectología, A. J. Carranza 974, Ciudad Autonoma de Buenos Aires, Capital Federal, Argentina","https://ClinicalTrials.gov/show/NCT04405271"
983,"NCT04330521","Impact of the Coronavirus (COVID-19) on Patients With Cancer","Not yet recruiting","No Results Available","Cancer|COVID-19",,"April 1, 2020",,"https://ClinicalTrials.gov/show/NCT04330521"
984,"NCT04410549","Pulmonary Optical Coherence Tomography in COVID-19 Patients","Recruiting","No Results Available","Covid19|Pulmonary Embolism","Diagnostic Test: Optical Coherence Tomography (OCT)","June 1, 2020","IRCCS San Raffaele, Milano, Italy","https://ClinicalTrials.gov/show/NCT04410549"
985,"NCT04380727","Almitrine and COVID-19 Related Hypoxemia","Completed","No Results Available","COVID-19|Hypoxic Respiratory Failure",,"May 8, 2020","Centre Hospitalier Universitaire NANCY, Vandoeuvre-les-Nancy, France","https://ClinicalTrials.gov/show/NCT04380727"
986,"NCT04347408","Seroprevalence of SARS-Cov-2 Antibodies in Children","Recruiting","No Results Available","COVID|Corona Virus Infection","Diagnostic Test: Covid-19 Antibody testing (IgG and IgM)","April 15, 2020","Royal Belfast Hospital for Sick Children, Belfast, United Kingdom|University Hospital of Wales, Cardiff, United Kingdom|Royal Hospital for Children, Glasgow, United Kingdom|Public Health England, London, United Kingdom|Public Health England, Manchester, United Kingdom","https://ClinicalTrials.gov/show/NCT04347408"
987,"NCT04394208","Silymarin in COVID-19 Pneumonia","Not yet recruiting","No Results Available","COVID-19|Viral Pneumonia Human Coronavirus","Drug: Silymarin|Drug: Placebo","May 19, 2020","Cairo University, Giza, Cairo, Egypt","https://ClinicalTrials.gov/show/NCT04394208"
988,"NCT04427267","Assessment of Thermal Condition of Health Workers Who Use Personal Protective Equipment From Biological Hazards During Their Work With COVID-19 Patients","Active, not recruiting","No Results Available","Thermal Condition of Health Workers Who Use Personal Protective Equipment From Biological Hazards During Their Work With COVID-19 Patients","Other: Personal protective equipment from biological hazard","June 11, 2020","Federal State Budgetary Scientific Institution Izmerov Research Institute of Occupational Health, Moscow, Russian Federation","https://ClinicalTrials.gov/show/NCT04427267"
989,"NCT04357457","Efficacy of Intravenous Almitrine in Reducing the Need for Mechanical Ventilation in Patients With Hypoxemic Acute Respiratory Failure Due to Covid-19-related Pneumonia","Not yet recruiting","No Results Available","Covid 19|Hypoxemic Respiratory Failure","Drug: Almitrine|Drug: Placebo","April 22, 2020","Hospital Pitié-Salpêtrière, Paris, France","https://ClinicalTrials.gov/show/NCT04357457"
990,"NCT04386044","Investigating the Role of Vitamin D in the Morbidity of COVID-19 Patients","Not yet recruiting","No Results Available","COVID-19|Vitamin D Deficiency",,"May 13, 2020","Tameside Hospital NHS Foundation Trust, Ashton-under-Lyne, Greater Manchester, United Kingdom","https://ClinicalTrials.gov/show/NCT04386044"
991,"NCT04385095","Trial of Inhaled Anti-viral (SNG001) for SARS-CoV-2 (COVID-19) Infection","Recruiting","No Results Available","SARS-CoV-2","Drug: Interferon beta 1a|Drug: Placebo","May 12, 2020","Belfast City Hospital, Belfast, United Kingdom|Queen Elizabeth Hospital,, Birmingham, United Kingdom|Bradford Royal Infirmary, Bradford, United Kingdom|Hull and East Yorkshire NHS Trust, Castle Hill Hospital,, Hull, United Kingdom|Glenfield Hospital,, Leicester, United Kingdom|Wythenshawe Hospital, Manchester, United Kingdom|City Campus of Nottingham University, Nottingham, United Kingdom|John Radcliffe Hospital, Oxford, United Kingdom|University Hospital Southampton Nhs Foundation Trust, Southampton, United Kingdom","https://ClinicalTrials.gov/show/NCT04385095"
992,"NCT04344951","Chloroquine Phosphate Against Infection by the Novel Coronavirus SARS-CoV-2 (COVID-19): The HOPE Open-Label, Non Randomized Clinical Trial","Recruiting","No Results Available","Pneumonia, Viral|Covid-19","Drug: UNIKINON (Chloroquine phosphate) 200mg tablets","April 14, 2020","Divine Providence Hospital ""Pammakaristos"", Athens, Greece|Athens General Hospital ""Hippokrateio"", Athens, Greece|Athens General Hospital of Thoracic Diseases ""SOTIRIA"", 1st University Pulmonary Clinic, Athens, Greece|Athens General Hospital of Thoracic Diseases ""SOTIRIA"", 3rd University Pathology Clinic, Athens, Greece|Corfu General Hospital Agia Irini, Corfu, Greece|University General Hospital of Ioannina, Ioánnina, Greece|General Hospital of Athens ""Sismanoglio"", Maroúsi, Greece|University General Hospital of Thessaloniki AHEPA, Thessaloníki, Greece","https://ClinicalTrials.gov/show/NCT04344951"
993,"NCT04360876","Targeted Steroids for ARDS Due to COVID-19 Pneumonia: A Pilot Randomized Clinical Trial","Not yet recruiting","No Results Available","COVID-19|ARDS","Drug: Dexamethasone injection|Drug: Placebos","April 24, 2020",,"https://ClinicalTrials.gov/show/NCT04360876"
994,"NCT04350736","First in Human SAD and MAD Study of Inhaled TD-0903, a Potential Treatment for ALI Associated With COVID-19","Recruiting","No Results Available","Acute Lung Injury (ALI) Associated With COVID-19|Inflammatory Lung Conditions Associated With COVID-19","Drug: TD-0903|Drug: Placebo","April 17, 2020","Theravance Biopharma Investigational Site, Manchester, United Kingdom","https://ClinicalTrials.gov/show/NCT04350736"
995,"NCT04362176","Passive Immunity Trial of Nashville II for COVID-19","Recruiting","No Results Available","COVID-19|Coronavirus|SARS-CoV-2","Biological: pathogen reduced SARS-CoV-2 convalescent plasma|Biological: Placebo","April 24, 2020","Vanderbilt University Medical Center, Nashville, Tennessee, United States","https://ClinicalTrials.gov/show/NCT04362176"
996,"NCT04356417","Long-term Use of Drugs That Could Prevent the Risk of Serious COVID-19 Infections or Make it Worse","Not yet recruiting","No Results Available","AMD, ACEi's/ARB Prevent/Worsen Risk of COVID-19 Infection","Other: - Synthetic anti-malarial drugs","April 22, 2020","Assistance Publique Hôpitaux de Paris - CHU Henri Mondor, Créteil, France","https://ClinicalTrials.gov/show/NCT04356417"
997,"NCT04360122","Levamisole and Isoprinosine in Immune-prophylaxis of Egyptian Healthcare Workers Facing COVID-19","Not yet recruiting","No Results Available","Coronavirus Disease (COVID-19)","Drug: Levamisole|Drug: Isoprinosine|Drug: Levamisole and Isoprinosine","April 24, 2020","Faculty of Medicine Ain Shams University Research Institute- Clinical Research Center, Cairo, Non-US, Egypt","https://ClinicalTrials.gov/show/NCT04360122"
998,"NCT04392089","Effects of Cardiovascular and Pulmonary Optimization on Cerebral Oxygenation in COVID-19 Patients With Severe ARDS","Recruiting","No Results Available","COVID-19|Respiratory Failure","Device: Masimo, LidCO","May 18, 2020","Hvidovre Hospital, Copenhagen, Denmark","https://ClinicalTrials.gov/show/NCT04392089"
999,"NCT04402840","Stellate Ganglion Block (SGB) for COVID-19 Acute Respiratory Distress Syndrome (ARDS)","Recruiting","No Results Available","Acute Respiratory Distress Syndrome|COVID-19","Procedure: Stellate Ganglion Block","May 27, 2020","West Virginia University Rockefeller Neuroscience Institute, Morgantown, West Virginia, United States","https://ClinicalTrials.gov/show/NCT04402840"
